Año;CodLocalidadResidencia;NombreLocalidad;Barrio;CicloVital;ClasificaciónConducta;Sexo;Casos
2018;13;Teusaquillo;GALERIAS;12 – 17 Adolescencia;Intento de Suicidio;Hombre;2
2018;13;Teusaquillo;GALERIAS;12 – 17 Adolescencia;Ideación suicida;Hombre;5
2018;13;Teusaquillo;GALERIAS;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;GALERIAS;18 – 28 Juventud;Ideación suicida;Hombre;8
2018;13;Teusaquillo;GALERIAS;18 – 28 Juventud;Intento de Suicidio;Hombre;7
2018;13;Teusaquillo;GALERIAS;18 – 28 Juventud;Intento de Suicidio;Mujer;8
2018;13;Teusaquillo;GALERIAS;18 – 28 Juventud;Ideación suicida;Mujer;12
2018;13;Teusaquillo;GALERIAS;29 – 59 Adultez;Ideación suicida;Hombre;2
2018;13;Teusaquillo;GALERIAS;29 – 59 Adultez;Intento de Suicidio;Mujer;5
2018;13;Teusaquillo;GALERIAS;29 – 59 Adultez;Intento de Suicidio;Hombre;3
2018;13;Teusaquillo;GALERIAS;29 – 59 Adultez;Ideación suicida;Mujer;12
2018;13;Teusaquillo;GALERIAS;6 – 11 Infancia;Ideación suicida;Hombre;1
2018;13;Teusaquillo;GALERIAS;>60 Vejez;Intento de Suicidio;Hombre;2
2018;13;Teusaquillo;LA ESMERALDA;12 – 17 Adolescencia;Ideación suicida;Mujer;7
2018;13;Teusaquillo;LA ESMERALDA;12 – 17 Adolescencia;Ideación suicida;Hombre;1
2018;13;Teusaquillo;LA ESMERALDA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;LA ESMERALDA;18 – 28 Juventud;Intento de Suicidio;Mujer;2
2018;13;Teusaquillo;LA ESMERALDA;18 – 28 Juventud;Intento de Suicidio;Hombre;3
2018;13;Teusaquillo;LA ESMERALDA;18 – 28 Juventud;Ideación suicida;Mujer;7
2018;13;Teusaquillo;LA ESMERALDA;29 – 59 Adultez;Ideación suicida;Mujer;4
2018;13;Teusaquillo;LA ESMERALDA;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;LA ESMERALDA;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2018;13;Teusaquillo;LA ESMERALDA;29 – 59 Adultez;Ideación suicida;Hombre;1
2018;13;Teusaquillo;LA ESMERALDA;6 – 11 Infancia;Ideación suicida;Hombre;1
2018;13;Teusaquillo;LA ESMERALDA;>60 Vejez;Ideación suicida;Mujer;1
2018;13;Teusaquillo;PARQUE SIMON BOLIVAR - CAN;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;PARQUE SIMON BOLIVAR - CAN;18 – 28 Juventud;Ideación suicida;Mujer;1
2018;13;Teusaquillo;PARQUE SIMON BOLIVAR - CAN;18 – 28 Juventud;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;PARQUE SIMON BOLIVAR - CAN;29 – 59 Adultez;Ideación suicida;Mujer;2
2018;13;Teusaquillo;QUINTA PAREDES;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;QUINTA PAREDES;12 – 17 Adolescencia;Ideación suicida;Mujer;3
2018;13;Teusaquillo;QUINTA PAREDES;18 – 28 Juventud;Intento de Suicidio;Hombre;2
2018;13;Teusaquillo;QUINTA PAREDES;18 – 28 Juventud;Intento de Suicidio;Mujer;7
2018;13;Teusaquillo;QUINTA PAREDES;18 – 28 Juventud;Ideación suicida;Mujer;3
2018;13;Teusaquillo;QUINTA PAREDES;29 – 59 Adultez;Ideación suicida;Hombre;3
2018;13;Teusaquillo;QUINTA PAREDES;29 – 59 Adultez;Ideación suicida;Mujer;4
2018;13;Teusaquillo;QUINTA PAREDES;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2018;13;Teusaquillo;QUINTA PAREDES;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;13;Teusaquillo;QUINTA PAREDES;>60 Vejez;Ideación suicida;Mujer;3
2018;13;Teusaquillo;QUINTA PAREDES;>60 Vejez;Ideación suicida;Hombre;2
2018;13;Teusaquillo;TEUSAQUILLO;12 – 17 Adolescencia;Ideación suicida;Hombre;5
2018;13;Teusaquillo;TEUSAQUILLO;12 – 17 Adolescencia;Ideación suicida;Mujer;4
2018;13;Teusaquillo;TEUSAQUILLO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;2
2018;13;Teusaquillo;TEUSAQUILLO;18 – 28 Juventud;Ideación suicida;Hombre;6
2018;13;Teusaquillo;TEUSAQUILLO;18 – 28 Juventud;Ideación suicida;Mujer;10
2018;13;Teusaquillo;TEUSAQUILLO;18 – 28 Juventud;Intento de Suicidio;Hombre;2
2018;13;Teusaquillo;TEUSAQUILLO;18 – 28 Juventud;Intento de Suicidio;Mujer;4
2018;13;Teusaquillo;TEUSAQUILLO;29 – 59 Adultez;Intento de Suicidio;Mujer;6
2018;13;Teusaquillo;TEUSAQUILLO;29 – 59 Adultez;Ideación suicida;Hombre;3
2018;13;Teusaquillo;TEUSAQUILLO;29 – 59 Adultez;Ideación suicida;Mujer;4
2018;13;Teusaquillo;TEUSAQUILLO;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2018;13;Teusaquillo;TEUSAQUILLO;6 – 11 Infancia;Ideación suicida;Mujer;1
2018;13;Teusaquillo;TEUSAQUILLO;>60 Vejez;Ideación suicida;Hombre;3
2018;13;Teusaquillo;TEUSAQUILLO;>60 Vejez;Intento de Suicidio;Hombre;1
2018;13;Teusaquillo;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Mujer;3
2018;13;Teusaquillo;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Hombre;1
2018;13;Teusaquillo;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;4
2018;14;Los Mártires;LA SABANA;12 – 17 Adolescencia;Ideación suicida;Mujer;18
2018;14;Los Mártires;LA SABANA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;6
2018;14;Los Mártires;LA SABANA;12 – 17 Adolescencia;Ideación suicida;Hombre;4
2018;14;Los Mártires;LA SABANA;12 – 17 Adolescencia;Intento de Suicidio;Hombre;2
2018;14;Los Mártires;LA SABANA;18 – 28 Juventud;Intento de Suicidio;Hombre;9
2018;14;Los Mártires;LA SABANA;18 – 28 Juventud;Intento de Suicidio;Mujer;5
2018;14;Los Mártires;LA SABANA;18 – 28 Juventud;Ideación suicida;Mujer;7
2018;14;Los Mártires;LA SABANA;18 – 28 Juventud;Ideación suicida;Hombre;4
2018;14;Los Mártires;LA SABANA;29 – 59 Adultez;Ideación suicida;Hombre;5
2018;14;Los Mártires;LA SABANA;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2018;14;Los Mártires;LA SABANA;29 – 59 Adultez;Intento de Suicidio;Hombre;4
2018;14;Los Mártires;LA SABANA;29 – 59 Adultez;Ideación suicida;Mujer;3
2018;14;Los Mártires;LA SABANA;6 – 11 Infancia;Ideación suicida;Hombre;4
2018;14;Los Mártires;LA SABANA;>60 Vejez;Ideación suicida;Hombre;1
2018;14;Los Mártires;LA SABANA;>60 Vejez;Ideación suicida;Mujer;4
2018;14;Los Mártires;SANTA ISABEL;12 – 17 Adolescencia;Intento de Suicidio;Mujer;7
2018;14;Los Mártires;SANTA ISABEL;12 – 17 Adolescencia;Ideación suicida;Hombre;7
2018;14;Los Mártires;SANTA ISABEL;12 – 17 Adolescencia;Ideación suicida;Mujer;7
2018;14;Los Mártires;SANTA ISABEL;18 – 28 Juventud;Ideación suicida;Mujer;4
2018;14;Los Mártires;SANTA ISABEL;18 – 28 Juventud;Intento de Suicidio;Hombre;2
2018;14;Los Mártires;SANTA ISABEL;18 – 28 Juventud;Intento de Suicidio;Mujer;9
2018;14;Los Mártires;SANTA ISABEL;18 – 28 Juventud;Ideación suicida;Hombre;6
2018;14;Los Mártires;SANTA ISABEL;29 – 59 Adultez;Intento de Suicidio;Hombre;3
2018;14;Los Mártires;SANTA ISABEL;29 – 59 Adultez;Intento de Suicidio;Mujer;2
2018;14;Los Mártires;SANTA ISABEL;29 – 59 Adultez;Ideación suicida;Mujer;1
2018;14;Los Mártires;SANTA ISABEL;29 – 59 Adultez;Ideación suicida;Hombre;1
2018;14;Los Mártires;SANTA ISABEL;6 – 11 Infancia;Intento de Suicidio;Mujer;1
2018;14;Los Mártires;SANTA ISABEL;6 – 11 Infancia;Ideación suicida;Mujer;1
2018;14;Los Mártires;SANTA ISABEL;>60 Vejez;Ideación suicida;Mujer;1
2018;14;Los Mártires;SANTA ISABEL;>60 Vejez;Intento de Suicidio;Hombre;1
2018;14;Los Mártires;SANTA ISABEL;>60 Vejez;Intento de Suicidio;Mujer;1
2018;14;Los Mártires;UPZ Sin Asignar;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;14;Los Mártires;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;15;Antonio Nariño;CIUDAD JARDIN;12 – 17 Adolescencia;Ideación suicida;Mujer;4
2018;15;Antonio Nariño;CIUDAD JARDIN;12 – 17 Adolescencia;Intento de Suicidio;Mujer;11
2018;15;Antonio Nariño;CIUDAD JARDIN;12 – 17 Adolescencia;Ideación suicida;Hombre;5
2018;15;Antonio Nariño;CIUDAD JARDIN;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2018;15;Antonio Nariño;CIUDAD JARDIN;18 – 28 Juventud;Intento de Suicidio;Hombre;5
2018;15;Antonio Nariño;CIUDAD JARDIN;18 – 28 Juventud;Ideación suicida;Mujer;2
2018;15;Antonio Nariño;CIUDAD JARDIN;18 – 28 Juventud;Intento de Suicidio;Mujer;5
2018;15;Antonio Nariño;CIUDAD JARDIN;18 – 28 Juventud;Ideación suicida;Hombre;2
2018;15;Antonio Nariño;CIUDAD JARDIN;29 – 59 Adultez;Ideación suicida;Hombre;1
2018;15;Antonio Nariño;CIUDAD JARDIN;29 – 59 Adultez;Ideación suicida;Mujer;2
2018;15;Antonio Nariño;CIUDAD JARDIN;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;15;Antonio Nariño;CIUDAD JARDIN;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2018;15;Antonio Nariño;CIUDAD JARDIN;>60 Vejez;Intento de Suicidio;Mujer;1
2018;15;Antonio Nariño;RESTREPO;12 – 17 Adolescencia;Ideación suicida;Mujer;18
2018;15;Antonio Nariño;RESTREPO;12 – 17 Adolescencia;Intento de Suicidio;Mujer;11
2018;15;Antonio Nariño;RESTREPO;12 – 17 Adolescencia;Ideación suicida;Hombre;9
2018;15;Antonio Nariño;RESTREPO;12 – 17 Adolescencia;Intento de Suicidio;Hombre;5
2018;15;Antonio Nariño;RESTREPO;18 – 28 Juventud;Ideación suicida;Mujer;10
2018;15;Antonio Nariño;RESTREPO;18 – 28 Juventud;Ideación suicida;Hombre;8
2018;15;Antonio Nariño;RESTREPO;18 – 28 Juventud;Intento de Suicidio;Mujer;5
2018;15;Antonio Nariño;RESTREPO;18 – 28 Juventud;Intento de Suicidio;Hombre;3
2018;15;Antonio Nariño;RESTREPO;29 – 59 Adultez;Intento de Suicidio;Mujer;5
2018;15;Antonio Nariño;RESTREPO;29 – 59 Adultez;Ideación suicida;Mujer;21
2018;15;Antonio Nariño;RESTREPO;29 – 59 Adultez;Ideación suicida;Hombre;7
2018;15;Antonio Nariño;RESTREPO;29 – 59 Adultez;Intento de Suicidio;Hombre;5
2018;15;Antonio Nariño;RESTREPO;6 – 11 Infancia;Ideación suicida;Mujer;3
2018;15;Antonio Nariño;RESTREPO;6 – 11 Infancia;Intento de Suicidio;Mujer;3
2018;15;Antonio Nariño;RESTREPO;6 – 11 Infancia;Intento de Suicidio;Hombre;3
2018;15;Antonio Nariño;RESTREPO;6 – 11 Infancia;Ideación suicida;Hombre;6
2018;15;Antonio Nariño;RESTREPO;>60 Vejez;Intento de Suicidio;Hombre;2
2018;15;Antonio Nariño;RESTREPO;>60 Vejez;Ideación suicida;Hombre;2
2018;15;Antonio Nariño;RESTREPO;>60 Vejez;Intento de Suicidio;Mujer;2
2018;15;Antonio Nariño;RESTREPO;>60 Vejez;Ideación suicida;Mujer;2
2018;15;Antonio Nariño;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Mujer;3
2018;15;Antonio Nariño;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;1
2018;15;Antonio Nariño;UPZ Sin Asignar;6 – 11 Infancia;Ideación suicida;Mujer;1
2018;15;Antonio Nariño;UPZ Sin Asignar;>60 Vejez;Ideación suicida;Mujer;1
2018;16;Puente Aranda;CIUDAD MONTES;12 – 17 Adolescencia;Ideación suicida;Mujer;20
2018;16;Puente Aranda;CIUDAD MONTES;12 – 17 Adolescencia;Intento de Suicidio;Hombre;5
2018;16;Puente Aranda;CIUDAD MONTES;12 – 17 Adolescencia;Ideación suicida;Hombre;18
2018;16;Puente Aranda;CIUDAD MONTES;12 – 17 Adolescencia;Intento de Suicidio;Mujer;8
2018;16;Puente Aranda;CIUDAD MONTES;18 – 28 Juventud;Ideación suicida;Hombre;11
2018;16;Puente Aranda;CIUDAD MONTES;18 – 28 Juventud;Intento de Suicidio;Hombre;6
2018;16;Puente Aranda;CIUDAD MONTES;18 – 28 Juventud;Intento de Suicidio;Mujer;13
2018;16;Puente Aranda;CIUDAD MONTES;18 – 28 Juventud;Ideación suicida;Mujer;19
2018;16;Puente Aranda;CIUDAD MONTES;29 – 59 Adultez;Intento de Suicidio;Hombre;7
2018;16;Puente Aranda;CIUDAD MONTES;29 – 59 Adultez;Ideación suicida;Mujer;11
2018;16;Puente Aranda;CIUDAD MONTES;29 – 59 Adultez;Intento de Suicidio;Mujer;8
2018;16;Puente Aranda;CIUDAD MONTES;29 – 59 Adultez;Ideación suicida;Hombre;7
2018;16;Puente Aranda;CIUDAD MONTES;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2018;16;Puente Aranda;CIUDAD MONTES;6 – 11 Infancia;Ideación suicida;Hombre;5
2018;16;Puente Aranda;CIUDAD MONTES;6 – 11 Infancia;Ideación suicida;Mujer;3
2018;16;Puente Aranda;CIUDAD MONTES;6 – 11 Infancia;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;CIUDAD MONTES;>60 Vejez;Ideación suicida;Mujer;3
2018;16;Puente Aranda;CIUDAD MONTES;>60 Vejez;Ideación suicida;Hombre;2
2018;16;Puente Aranda;MUZU;0 – 5 Primera Infancia;Ideación suicida;Hombre;1
2018;16;Puente Aranda;MUZU;12 – 17 Adolescencia;Intento de Suicidio;Mujer;7
2018;16;Puente Aranda;MUZU;12 – 17 Adolescencia;Ideación suicida;Hombre;16
2018;16;Puente Aranda;MUZU;12 – 17 Adolescencia;Ideación suicida;Mujer;14
2018;16;Puente Aranda;MUZU;12 – 17 Adolescencia;Intento de Suicidio;Hombre;3
2018;16;Puente Aranda;MUZU;18 – 28 Juventud;Intento de Suicidio;Mujer;7
2018;16;Puente Aranda;MUZU;18 – 28 Juventud;Intento de Suicidio;Hombre;3
2018;16;Puente Aranda;MUZU;18 – 28 Juventud;Ideación suicida;Mujer;8
2018;16;Puente Aranda;MUZU;18 – 28 Juventud;Ideación suicida;Hombre;1
2018;16;Puente Aranda;MUZU;29 – 59 Adultez;Ideación suicida;Hombre;4
2018;16;Puente Aranda;MUZU;29 – 59 Adultez;Ideación suicida;Mujer;10
2018;16;Puente Aranda;MUZU;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2018;16;Puente Aranda;MUZU;29 – 59 Adultez;Intento de Suicidio;Hombre;4
2018;16;Puente Aranda;MUZU;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2018;16;Puente Aranda;MUZU;6 – 11 Infancia;Ideación suicida;Hombre;3
2018;16;Puente Aranda;MUZU;6 – 11 Infancia;Ideación suicida;Mujer;6
2018;16;Puente Aranda;MUZU;>60 Vejez;Intento de Suicidio;Hombre;2
2018;16;Puente Aranda;MUZU;>60 Vejez;Ideación suicida;Hombre;2
2018;16;Puente Aranda;PUENTE ARANDA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;PUENTE ARANDA;12 – 17 Adolescencia;Ideación suicida;Hombre;2
2018;16;Puente Aranda;PUENTE ARANDA;12 – 17 Adolescencia;Ideación suicida;Mujer;2
2018;16;Puente Aranda;PUENTE ARANDA;18 – 28 Juventud;Intento de Suicidio;Hombre;2
2018;16;Puente Aranda;PUENTE ARANDA;18 – 28 Juventud;Ideación suicida;Hombre;3
2018;16;Puente Aranda;PUENTE ARANDA;18 – 28 Juventud;Ideación suicida;Mujer;1
2018;16;Puente Aranda;PUENTE ARANDA;29 – 59 Adultez;Intento de Suicidio;Hombre;2
2018;16;Puente Aranda;PUENTE ARANDA;29 – 59 Adultez;Ideación suicida;Mujer;1
2018;16;Puente Aranda;PUENTE ARANDA;29 – 59 Adultez;Ideación suicida;Hombre;2
2018;16;Puente Aranda;PUENTE ARANDA;6 – 11 Infancia;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;PUENTE ARANDA;6 – 11 Infancia;Ideación suicida;Hombre;4
2018;16;Puente Aranda;PUENTE ARANDA;6 – 11 Infancia;Ideación suicida;Mujer;4
2018;16;Puente Aranda;SAN RAFAEL;12 – 17 Adolescencia;Ideación suicida;Mujer;18
2018;16;Puente Aranda;SAN RAFAEL;12 – 17 Adolescencia;Ideación suicida;Hombre;11
2018;16;Puente Aranda;SAN RAFAEL;18 – 28 Juventud;Ideación suicida;Mujer;14
2018;16;Puente Aranda;SAN RAFAEL;18 – 28 Juventud;Ideación suicida;Hombre;8
2018;16;Puente Aranda;SAN RAFAEL;18 – 28 Juventud;Intento de Suicidio;Mujer;7
2018;16;Puente Aranda;SAN RAFAEL;18 – 28 Juventud;Intento de Suicidio;Hombre;5
2018;16;Puente Aranda;SAN RAFAEL;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2018;16;Puente Aranda;SAN RAFAEL;29 – 59 Adultez;Ideación suicida;Mujer;18
2018;16;Puente Aranda;SAN RAFAEL;29 – 59 Adultez;Intento de Suicidio;Hombre;5
2018;16;Puente Aranda;SAN RAFAEL;29 – 59 Adultez;Ideación suicida;Hombre;9
2018;16;Puente Aranda;SAN RAFAEL;6 – 11 Infancia;Ideación suicida;Mujer;5
2018;16;Puente Aranda;SAN RAFAEL;6 – 11 Infancia;Ideación suicida;Hombre;5
2018;16;Puente Aranda;SAN RAFAEL;>60 Vejez;Ideación suicida;Mujer;5
2018;16;Puente Aranda;SAN RAFAEL;>60 Vejez;Ideación suicida;Hombre;2
2018;16;Puente Aranda;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Mujer;1
2018;16;Puente Aranda;UPZ Sin Asignar;12 – 17 Adolescencia;Ideación suicida;Hombre;1
2018;16;Puente Aranda;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Mujer;3
2018;16;Puente Aranda;UPZ Sin Asignar;18 – 28 Juventud;Ideación suicida;Mujer;1
2018;16;Puente Aranda;UPZ Sin Asignar;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Hombre;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;12 – 17 Adolescencia;Intento de Suicidio;Mujer;3
2018;16;Puente Aranda;ZONA INDUSTRIAL;12 – 17 Adolescencia;Ideación suicida;Hombre;3
2018;16;Puente Aranda;ZONA INDUSTRIAL;12 – 17 Adolescencia;Ideación suicida;Mujer;2
2018;16;Puente Aranda;ZONA INDUSTRIAL;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;18 – 28 Juventud;Ideación suicida;Hombre;7
2018;16;Puente Aranda;ZONA INDUSTRIAL;18 – 28 Juventud;Ideación suicida;Mujer;11
2018;16;Puente Aranda;ZONA INDUSTRIAL;18 – 28 Juventud;Intento de Suicidio;Hombre;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;18 – 28 Juventud;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;29 – 59 Adultez;Ideación suicida;Hombre;3
2018;16;Puente Aranda;ZONA INDUSTRIAL;29 – 59 Adultez;Intento de Suicidio;Mujer;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;29 – 59 Adultez;Ideación suicida;Mujer;1
2018;16;Puente Aranda;ZONA INDUSTRIAL;>60 Vejez;Intento de Suicidio;Hombre;3
2018;17;La Candelaria;LA CANDELARIA;12 – 17 Adolescencia;Intento de Suicidio;Mujer;4
2018;17;La Candelaria;LA CANDELARIA;12 – 17 Adolescencia;Ideación suicida;Mujer;1
2018;17;La Candelaria;LA CANDELARIA;12 – 17 Adolescencia;Intento de Suicidio;Hombre;1
2018;17;La Candelaria;LA CANDELARIA;18 – 28 Juventud;Intento de Suicidio;Hombre;4
2018;17;La Candelaria;LA CANDELARIA;18 – 28 Juventud;Ideación suicida;Mujer;4
2018;17;La Candelaria;LA CANDELARIA;18 – 28 Juventud;Intento de Suicidio;Mujer;7
2018;17;La Candelaria;LA CANDELARIA;18 – 28 Juventud;Ideación suicida;Hombre;3
2018;17;La Candelaria;LA CANDELARIA;29 – 59 Adultez;Intento de Suicidio;Hombre;2
2018;17;La Candelaria;LA CANDELARIA;29 – 59 Adultez;Ideación suicida;Mujer;4
2018;17;La Candelaria;LA CANDELARIA;29 – 59 Adultez;Intento de Suicidio;Mujer;3
2018;17;La Candelaria;LA CANDELARIA;29 – 59 Adultez;Ideación suicida;Hombre;1
2018;17;La Candelaria;LA CANDELARIA;6 – 11 Infancia;Ideación suicida;Mujer;1
2018;17;La Candelaria;UPZ Sin Asignar;18 – 28 Juventud;Intento de Suicidio;Mujer;1
2018;17;La Candelaria;UPZ Sin Asignar;29 – 59 Adultez;Ideación suicida;Mujer;1
2018;18;Rafael Uribe Uribe;DIANA TURBAY;0 – 5 Primera Infancia;Ideación suicida;Hombre;1
2018;18;Rafael Uribe Uribe;DIANA TURBAY;12 – 17 Adolescencia;Intento de Suicidio;Hombre;5
2018;18;Rafael Uribe Uribe;DIANA TURBAY;12 – 17 Adolescencia;Ideación suicida;Mujer;40
2018;18;Rafael Uribe Uribe;DIANA TURBAY;12 – 17 Adolescencia;Ideación suicida;Hombre;22
2018;18;Rafael Uribe Uribe;DIANA TURBAY;12 – 17 Adolescencia;Intento de Suicidio;Mujer;11
2018;18;Rafael Uribe Uribe;DIANA TURBAY;18 – 28 Juventud;Intento de Suicidio;Hombre;5
2018;18;Rafael Uribe Uribe;DIANA TURBAY;18 – 28 Juventud;Ideación suicida;Hombre;2
2018;18;Rafael Uribe Uribe;DIANA TURBAY;18 – 28 Juventud;Ideación suicida;Mujer;11
2018;18;Rafael Uribe Uribe;DIANA TURBAY;18 – 28 Juventud;Intento de Suicidio;Mujer;8
2018;18;Rafael Uribe Uribe;DIANA TURBAY;29 – 59 Adultez;Ideación suicida;Mujer;22
2018;18;Rafael Uribe Uribe;DIANA TURBAY;29 – 59 Adultez;Intento de Suicidio;Hombre;6
2018;18;Rafael Uribe Uribe;DIANA TURBAY;29 – 59 Adultez;Intento de Suicidio;Mujer;4
2018;18;Rafael Uribe Uribe;DIANA TURBAY;29 – 59 Adultez;Ideación suicida;Hombre;8
2018;18;Rafael Uribe Uribe;DIANA TURBAY;6 – 11 Infancia;Ideación suicida;Mujer;15
2018;18;Rafael Uribe Uribe;DIANA TURBAY;6 – 11 Infancia;Ideación suicida;Hombre;5
2018;18;Rafael Uribe Uribe;DIANA TURBAY;>60 Vejez;Ideación suicida;Hombre;2
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;12 – 17 Adolescencia;Ideación suicida;Hombre;9
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;12 – 17 Adolescencia;Ideación suicida;Mujer;24
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;12 – 17 Adolescencia;Intento de Suicidio;Mujer;10
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;12 – 17 Adolescencia;Intento de Suicidio;Hombre;6
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;18 – 28 Juventud;Intento de Suicidio;Mujer;4
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;18 – 28 Juventud;Ideación suicida;Mujer;11
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;18 – 28 Juventud;Intento de Suicidio;Hombre;4
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;18 – 28 Juventud;Ideación suicida;Hombre;2
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;29 – 59 Adultez;Ideación suicida;Mujer;8
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;29 – 59 Adultez;Intento de Suicidio;Hombre;1
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;29 – 59 Adultez;Intento de Suicidio;Mujer;6
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;29 – 59 Adultez;Ideación suicida;Hombre;4
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;6 – 11 Infancia;Ideación suicida;Hombre;5
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;6 – 11 Infancia;Ideación suicida;Mujer;7
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;6 – 11 Infancia;Intento de Suicidio;Mujer;1
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;>60 Vejez;Ideación suicida;Hombre;1
2018;18;Rafael Uribe Uribe;MARCO FIDEL SUAREZ;>60 Vejez;Ideación suicida;Mujer;3
2018;18;Rafael Uribe Uribe;MARRUECOS;12 – 17 Adolescencia;Intento de Suicidio;Mujer;15
2018;18;Rafael Uribe Uribe;MARRUECOS;12 – 17 Adolescencia;Ideación suicida;Mujer;48
2018;18;Rafael Uribe Uribe;MARRUECOS;12 – 17 Adolescencia;Ideación suicida;Hombre;15
2018;18;Rafael Uribe Uribe;MARRUECOS;12 – 17 Adolescencia;Intento de Suicidio;Hombre;3
2018;18;Rafael Uribe Uribe;MARRUECOS;18 – 28 Juventud;Intento de Suicidio;Hombre;4
2018;18;Rafael Uribe Uribe;MARRUECOS;18 – 28 Juventud;Intento de Suicidio;Mujer;11
2018;18;Rafael Uribe Uribe;MARRUECOS;18 – 28 Juventud;Ideación suicida;Mujer;12
2018;18;Rafael Uribe Uribe;MARRUECOS;18 – 28 Juventud;Ideación suicida;Hombre;3
2018;18;Rafael Uribe Uribe;MARRUECOS;29 – 59 Adultez;Ideación suicida;Mujer;16
2018;18;Rafael Uribe Uribe;MARRUECOS;29 – 59 Adultez;Intento de Suicidio;Mujer;10
2018;18;Rafael Uribe Uribe;MARRUECOS;29 – 59 Adultez;Ideación suicida;Hombre;2
2018;18;Rafael Uribe Uribe;MARRUECOS;29 – 59 Adultez;Intento de Suicidio;Hombre;2
2018;18;Rafael Uribe Uribe;MARRUECOS;6 – 11 Infancia;Ideación suicida;Hombre;6
2018;18;Rafael Uribe Uribe;MARRUECOS;6 – 11 Infancia;Intento de Suicidio;Mujer;2
2018;18;Rafael Uribe Uribe;MARRUECOS;6 – 11 Infancia;Ideación suicida;Mujer;10
2018;18;Rafael Uribe Uribe;MARRUECOS;6 – 11 Infancia;Intento de Suicidio;Hombre;1
2018;18;Rafael Uribe Uribe;MARRUECOS;>60 Vejez;Ideación suicida;Mujer;1
